url,page_name,page_type,parent_section,target_audience,user_intent,primary_topic,primary_cta,related_pages,phase,source_status
/insights/glossary/rag/,Retrieval-Augmented Generation,Glossary Term,Glossary,A7 A4,Define RAG,RAG systems,Request an automation assessment,/services/ai-automation/knowledge-assistants-rag/ | /technology/ai-stack/ | /insights/glossary/ai-agent/,P2,NEW
/insights/glossary/ai-agent/,AI Agent,Glossary Term,Glossary,A4 A6,Define AI agent,AI agents,Request an automation assessment,/services/ai-automation/ai-agents/ | /compare/chatbot-vs-ai-agent/ | /insights/glossary/rag/,P1,NEW
/insights/glossary/workflow-automation/,Workflow Automation,Glossary Term,Glossary,A4 A6,Define workflow automation,Workflow automation,Request an automation assessment,/services/ai-automation/workflow-automation/ | /use-cases/reduce-manual-work/ | /insights/glossary/ai-agent/,P2,NEW
/insights/glossary/conversion-rate/,Conversion Rate,Glossary Term,Glossary,A4 A3,Define conversion rate,Conversion measurement,Request a CRO assessment,/services/digital-marketing/conversion-rate-optimization/ | /use-cases/improve-website-conversion/ | /insights/glossary/sxo/,P3,NEW
/insights/glossary/headless-cms/,Headless CMS,Glossary Term,Glossary,A4 A7,Define headless CMS,Headless content management,Technical discovery call,/services/web-development/headless-cms/ | /compare/headless-vs-traditional-cms/ | /technology/cms/,P3,NEW
/insights/glossary/technical-seo/,Technical SEO,Glossary Term,Glossary,A4,Define technical SEO,Technical SEO,Get a free SEO audit,/services/search-ai-visibility/seo/technical-seo/ | /insights/glossary/crawl-budget/ | /insights/guides/seo-guide/,P2,NEW
/insights/faqs/,FAQs,Hub,Insights,A1 A3 A8,Get quick answers,Frequently asked questions,Book a consultation,/insights/ | /insights/glossary/ | /contact/,P1,REWRITE
/insights/faqs/seo-faqs/,SEO FAQs,FAQ,FAQs,A1 A3,Answer common SEO questions,SEO questions,Get a free SEO audit,/services/search-ai-visibility/seo/ | /insights/guides/seo-guide/ | /insights/faqs/,P1,NEW
/insights/faqs/ai-search-faqs/,AI Search FAQs,FAQ,FAQs,A3 A4,Answer common AI search questions,AI search questions,Request an AI visibility assessment,/services/search-ai-visibility/ai-search/ | /insights/guides/ai-search-optimization-guide/ | /insights/faqs/,P1,NEW
/insights/faqs/website-development-faqs/,Website Development FAQs,FAQ,FAQs,A1 A3,Answer common web project questions,Web project questions,Discuss your project,/services/web-development/ | /insights/guides/website-redesign-guide/ | /insights/faqs/,P2,NEW
/insights/faqs/automation-faqs/,Automation FAQs,FAQ,FAQs,A6,Answer common automation questions,Automation questions,Request an automation assessment,/services/ai-automation/ | /insights/guides/business-automation-guide/ | /insights/faqs/,P2,NEW
/insights/faqs/pricing-and-engagement-faqs/,Pricing & Engagement FAQs,FAQ,FAQs,A8 A1,Understand cost and commitment,Pricing and contracts,Request a proposal,/engagement-models/ | /engagement-models/pricing/ | /insights/faqs/,P1,NEW
/insights/faqs/working-with-bizzfly-faqs/,Working With BizzFly FAQs,FAQ,FAQs,A1 A2 A8,Understand how engagements run,Ways of working,Book a consultation,/process/ | /engagement-models/ | /insights/faqs/,P2,NEW
/insights/tools/,Free Tools,Listing,Insights,A3 A4,Find a free diagnostic,Self-service tools,Run the tool,/insights/ | /free-seo-audit/ | /insights/guides/,P3,NEW
/insights/tools/seo-audit-tool/,SEO Audit Tool,Tool,Tools,A3 A1,Check my site quickly,Automated SEO check,Get a free SEO audit,/free-seo-audit/ | /services/search-ai-visibility/seo/seo-audits/ | /insights/tools/,P3,NEW
/insights/tools/ai-visibility-checker/,AI Visibility Checker,Tool,Tools,A3,Check AI answer visibility,AI visibility check,Request an AI visibility assessment,/ai-visibility-assessment/ | /services/search-ai-visibility/ai-search/ai-visibility-audit/ | /insights/tools/,P3,NEW
/insights/tools/website-speed-test/,Website Speed Test,Tool,Tools,A3 A7,Check site performance,Performance check,Get a performance audit,/services/web-development/website-performance/ | /use-cases/improve-website-speed/ | /insights/tools/,P3,NEW
/insights/tools/automation-roi-calculator/,Automation ROI Calculator,Tool,Tools,A6 A2,Estimate automation payback,Automation ROI,Request an automation assessment,/services/ai-automation/ | /use-cases/reduce-manual-work/ | /insights/tools/,P3,NEW
/insights/webinars/,Webinars & Events,Listing,Insights,A3 A4,Find live or recorded sessions,Events,Register,/insights/ | /insights/newsletter/ | /newsroom/,P3,CONTENT REQUIRED
/insights/newsletter/,Newsletter,Conversion,Insights,A3 A4,Stay updated,Subscription,Subscribe,/insights/ | /insights/blog/ | /insights/guides/,P2,NEW
/insights/topics/seo/,SEO Topic Hub,Topic Hub,Insights,A3 A4,Find everything on SEO,SEO cluster,Get a free SEO audit,/insights/guides/seo-guide/ | /services/search-ai-visibility/seo/ | /insights/faqs/seo-faqs/,P1,NEW
/insights/topics/ai-search/,AI Search Topic Hub,Topic Hub,Insights,A3 A4,Find everything on AI search,AI search cluster,Request an AI visibility assessment,/insights/guides/ai-search-optimization-guide/ | /services/search-ai-visibility/ai-search/ | /insights/faqs/ai-search-faqs/,P1,NEW
/insights/topics/ai-automation/,AI & Automation Topic Hub,Topic Hub,Insights,A6 A4,Find everything on automation,Automation cluster,Request an automation assessment,/insights/guides/business-automation-guide/ | /services/ai-automation/ | /insights/faqs/automation-faqs/,P2,NEW
/insights/topics/web-development/,Web Development Topic Hub,Topic Hub,Insights,A3 A7,Find everything on websites,Web cluster,Discuss your project,/insights/guides/website-redesign-guide/ | /services/web-development/ | /insights/faqs/website-development-faqs/,P2,NEW
/insights/topics/digital-marketing/,Digital Marketing Topic Hub,Topic Hub,Insights,A3 A5,Find everything on marketing,Marketing cluster,Talk to a strategist,/services/digital-marketing/ | /insights/guides/conversion-optimization-guide/ | /insights/blog/,P2,NEW
/insights/topics/data-analytics/,Data & Analytics Topic Hub,Topic Hub,Insights,A2 A7,Find everything on data,Data cluster,Request an assessment,/services/data-analytics/ | /use-cases/improve-reporting/ | /insights/blog/,P3,NEW
/insights/blog/what-is-generative-engine-optimisation/,What Generative Engine Optimisation Actually Means,Blog,Blog,A3 A4,Understand GEO without hype,GEO explained,Read the guide,/insights/guides/geo-guide/ | /insights/glossary/geo/ | /services/search-ai-visibility/ai-search/geo/,P1,NEW
/insights/blog/why-ai-overviews-cut-your-clicks/,Why AI Overviews Are Cutting Your Clicks,Blog,Blog,A3,Understand the traffic impact of AI answers,AI Overviews impact,Request an AI visibility assessment,/services/search-ai-visibility/ai-search/ai-overviews/ | /use-cases/recover-from-traffic-drop/ | /insights/topics/ai-search/,P1,NEW
/insights/blog/how-chatgpt-picks-sources/,How ChatGPT Decides Which Sources to Cite,Blog,Blog,A3 A4,Understand AI citation selection,AI citation,Request an AI visibility assessment,/services/search-ai-visibility/ai-search/chatgpt-visibility/ | /insights/guides/ai-search-optimization-guide/ | /insights/topics/ai-search/,P1,NEW
/insights/blog/structured-data-that-actually-matters/,The Structured Data That Actually Matters,Blog,Blog,A7 A3,Know which schema types are worth it,Schema priorities,Request an assessment,/services/search-ai-visibility/ai-search/structured-data/ | /insights/glossary/schema-markup/ | /insights/topics/seo/,P1,NEW
/insights/blog/entity-seo-for-smaller-brands/,Entity SEO for Smaller Brands,Blog,Blog,A3 A1,Build entity presence without a big budget,Entity building,Request an assessment,/services/search-ai-visibility/ai-search/entity-optimization/ | /insights/glossary/entity/ | /insights/topics/ai-search/,P2,NEW
/insights/blog/local-seo-checklist-india/,A Local SEO Checklist for Indian Businesses,Blog,Blog,A1,Improve local visibility step by step,Local SEO practice,Get a local visibility audit,/services/search-ai-visibility/seo/local-seo/ | /insights/guides/local-seo-guide/ | /locations/pune/,P1,NEW
/insights/blog/core-web-vitals-wordpress/,Fixing Core Web Vitals on WordPress,Blog,Blog,A3 A7,Fix a slow WordPress site,WordPress performance,Get a performance audit,/services/web-development/website-performance/ | /services/web-development/wordpress-development/ | /insights/glossary/core-web-vitals/,P1,NEW
/insights/blog/website-migration-checklist/,The Website Migration Checklist,Blog,Blog,A3 A7,Migrate without losing rankings,Migration practice,Talk to a strategist,/use-cases/migrate-without-losing-rankings/ | /services/search-ai-visibility/seo/seo-migration/ | /insights/guides/website-redesign-guide/,P1,NEW
/insights/blog/chatbot-vs-agent-difference/,Chatbot or Agent: The Difference That Matters,Blog,Blog,A6 A4,Choose the right automation approach,Conversational AI choices,Request an automation assessment,/compare/chatbot-vs-ai-agent/ | /services/ai-automation/ai-agents/ | /insights/glossary/ai-agent/,P2,NEW
/insights/blog/where-automation-fails/,Where Business Automation Usually Fails,Blog,Blog,A6 A2,Avoid common automation mistakes,Automation risk,Request an automation assessment,/services/ai-automation/workflow-automation/ | /insights/guides/business-automation-guide/ | /use-cases/reduce-manual-work/,P2,NEW
/insights/blog/first-90-days-of-seo/,What the First 90 Days of SEO Really Look Like,Blog,Blog,A1 A3,Set realistic expectations,SEO timelines,Get a free SEO audit,/process/ | /services/search-ai-visibility/seo/ | /insights/faqs/seo-faqs/,P2,NEW
/insights/blog/agency-or-in-house/,Agency or In-House: How to Decide,Blog,Blog,A2 A3,Choose a delivery model,Resourcing decisions,Book a consultation,/compare/in-house-vs-agency/ | /engagement-models/ | /insights/faqs/pricing-and-engagement-faqs/,P2,NEW
/insights/blog/lead-response-time-cost/,What Slow Lead Response Actually Costs,Blog,Blog,A5 A1,Understand the cost of slow follow-up,Response time,Get a lead-flow assessment,/services/ai-automation/sales-automation/ | /use-cases/reduce-response-time/ | /use-cases/automate-sales-follow-up/,P2,NEW
/insights/blog/manufacturing-website-mistakes/,Common Website Mistakes in Manufacturing,Blog,Blog,A1,Fix a weak manufacturing site,Sector web practice,Discuss your project,/industries/manufacturing/ | /industries/manufacturing/manufacturing-websites/ | /services/web-development/corporate-websites/,P2,NEW
/insights/blog/real-estate-lead-quality/,Improving Real Estate Lead Quality,Blog,Blog,A1 A5,Get better property enquiries,Real estate leads,Get a lead-flow assessment,/industries/real-estate/ | /industries/real-estate/seo-for-real-estate/ | /use-cases/lower-cost-per-lead/,P2,NEW
/insights/blog/choosing-a-cms/,How to Choose a CMS,Blog,Blog,A3 A7,Pick the right platform,CMS selection,Discuss your project,/technology/cms/ | /compare/headless-vs-traditional-cms/ | /services/web-development/cms-development/,P3,NEW
/insights/blog/ai-data-privacy-questions/,The Data Privacy Questions to Ask Before Deploying AI,Blog,Blog,A6 A7 A8,De-risk an AI rollout,AI data governance,Technical discovery call,/technology/ai-governance/ | /technology/security-and-compliance/ | /services/ai-automation/ai-consulting/,P2,NEW
/insights/blog/measuring-ai-visibility/,How to Measure AI Search Visibility,Blog,Blog,A3,Track presence in AI answers,AI visibility measurement,Request an AI visibility assessment,/services/search-ai-visibility/ai-search/ai-visibility-audit/ | /insights/tools/ai-visibility-checker/ | /insights/topics/ai-search/,P2,NEW
/insights/blog/reporting-that-executives-read/,Building Reporting Executives Actually Read,Blog,Blog,A2 A3,Make reporting useful,Executive reporting,Request an assessment,/services/data-analytics/dashboards-reporting/ | /use-cases/improve-reporting/ | /insights/topics/data-analytics/,P3,NEW
/insights/blog/mvp-scope-discipline/,Keeping an MVP Small Enough to Ship,Blog,Blog,A2 A7,Scope a first release,MVP scoping,Technical discovery call,/services/software-development/mvp-development/ | /use-cases/launch-a-digital-product/ | /industries/startups-smes/,P3,NEW
/insights/blog/sme-digital-budget/,How SMEs Should Split a Digital Budget,Blog,Blog,A1,Allocate limited budget well,Budget allocation,Book a consultation,/industries/startups-smes/ | /engagement-models/pricing/ | /services/digital-marketing/growth-strategy/,P3,NEW
/about/,About BizzFly,Company,Company,A2 A9 A8,Judge whether this is a serious company,Company overview,Book a consultation,/about/story/ | /about/leadership/ | /work/,P1,REWRITE
/about/story/,Our Story,Company,About,A2 A9,Understand where BizzFly came from,Company history,Book a consultation,/about/ | /about/leadership/ | /about/culture/,P1,REWRITE
/about/leadership/,Leadership,Company,About,A2 A8,Know who is accountable,Leadership team,Book a consultation,/about/ | /about/story/ | /contact/,P1,REWRITE
/about/how-we-work/,How We Work,Company,About,A2 A7 A8,Understand delivery approach,Ways of working,Book a consultation,/process/ | /engagement-models/ | /technology/our-engineering-standards/,P1,NEW
/about/culture/,Culture,Company,About,A9,Understand what it is like here,Company culture,View open roles,/careers/ | /careers/life-at-bizzfly/ | /about/,P2,NEW
/about/why-bizzfly/,Why BizzFly,Company,About,A1 A2 A3,Understand the differentiation,Differentiation,Book a consultation,/about/ | /work/ | /process/,P2,NEW
/about/partners/,Partners & Alliances,Company,About,A2 A8,Check partner credentials,Technology partners,Partner with us,/about/certifications/ | /technology/ | /contact/,P2,CONTENT REQUIRED
/about/certifications/,Certifications,Company,About,A8 A2,Verify credentials,Certifications,Request a proposal,/about/partners/ | /technology/security-and-compliance/ | /about/,P2,CONTENT REQUIRED
/about/awards/,Awards & Recognition,Company,About,A2 A9,See external validation,Recognition,Book a consultation,/about/ | /work/ | /newsroom/,P3,CONTENT REQUIRED
/about/trust-and-security/,Trust & Security,Company,About,A7 A8 A6,Assess data and contractual risk,Trust and data handling,Request a proposal,/technology/security-and-compliance/ | /privacy-policy/ | /terms/,P1,NEW
/testimonials/,Testimonials,Company,Company,A1 A2,Hear from clients,Client feedback,Book a consultation,/work/client-stories/ | /work/ | /about/,P2,REWRITE
/newsroom/,Newsroom,Listing,Company,A2 A9,See company announcements,Company news,Subscribe,/about/ | /insights/ | /about/awards/,P3,NEW
/careers/,Careers,Company,Careers,A9,Find a job here,Careers at BizzFly,View open roles,/careers/openings/ | /careers/life-at-bizzfly/ | /about/culture/,P1,REWRITE
/careers/life-at-bizzfly/,Life at BizzFly,Company,Careers,A9,Understand the day-to-day,Employee experience,View open roles,/careers/ | /about/culture/ | /careers/openings/,P2,NEW
/careers/openings/,Open Roles,Listing,Careers,A9,Find a specific role,Job openings,Apply now,/careers/ | /careers/life-at-bizzfly/ | /careers/internships/,P1,CONTENT REQUIRED
/careers/internships/,Internships,Company,Careers,A9,Find an internship,Internship programme,Apply now,/careers/ | /careers/openings/ | /about/culture/,P2,CONTENT REQUIRED
/contact/,Contact,Contact,Contact,All,Reach BizzFly,Contact,Book a consultation,/contact/consultation/ | /locations/ | /get-a-proposal/,P1,REWRITE
/contact/consultation/,Book a Consultation,Conversion,Contact,A1 A2 A3,Book time with a specialist,Consultation booking,Book a consultation,/process/ | /engagement-models/ | /contact/,P1,NEW
/contact/technical-discovery/,Technical Discovery Call,Conversion,Contact,A7,Talk to an engineer,Technical scoping,Technical discovery call,/technology/ | /services/software-development/ | /process/,P1,NEW
/get-a-proposal/,Request a Proposal,Conversion,Contact,A8 A2,Submit requirements formally,Proposal request,Request a proposal,/engagement-models/ | /engagement-models/pricing/ | /process/,P1,NEW
/free-seo-audit/,Free SEO Audit,Conversion,Contact,A1 A3,Get a diagnostic before committing,SEO diagnostic,Get a free SEO audit,/services/search-ai-visibility/seo/seo-audits/ | /insights/tools/seo-audit-tool/ | /process/,P1,NEW
/ai-visibility-assessment/,AI Visibility Assessment,Conversion,Contact,A3 A2,Measure AI answer presence,AI visibility diagnostic,Request an AI visibility assessment,/services/search-ai-visibility/ai-search/ai-visibility-audit/ | /insights/guides/ai-search-optimization-guide/ | /process/,P1,NEW
/automation-assessment/,Automation Assessment,Conversion,Contact,A6,Scope an automation opportunity,Automation diagnostic,Request an automation assessment,/services/ai-automation/ | /use-cases/reduce-manual-work/ | /process/,P1,NEW
/process/,How We Work,Conversion,Contact,A1 A2 A7 A8,Understand the engagement process,Delivery process,Book a consultation,/engagement-models/ | /about/how-we-work/ | /insights/faqs/working-with-bizzfly-faqs/,P1,NEW
/engagement-models/,Engagement Models,Conversion,Contact,A8 A2,Choose how to work together,Commercial models,Request a proposal,/engagement-models/pricing/ | /process/ | /insights/faqs/pricing-and-engagement-faqs/,P1,NEW
/engagement-models/pricing/,Pricing & Investment,Conversion,Contact,A8 A1,Understand cost before enquiring,Pricing guidance,Request a proposal,/engagement-models/ | /insights/faqs/pricing-and-engagement-faqs/ | /get-a-proposal/,P1,CONTENT REQUIRED
/locations/,Locations,Hub,Locations,A1 A9,Find where BizzFly operates,Office locations,Book a consultation,/locations/pune/ | /contact/ | /about/,P1,NEW
/locations/pune/,BizzFly Pune,Location,Locations,A1 A9,Confirm a local presence,Pune office,Book a consultation,/locations/pune/seo-agency-pune/ | /contact/ | /locations/,P1,NEW
/locations/pune/seo-agency-pune/,SEO Agency in Pune,Location Service,Pune,A1,Find a local SEO partner,Pune SEO,Get a free SEO audit,/services/search-ai-visibility/seo/ | /locations/pune/ | /services/search-ai-visibility/seo/local-seo/,P1,NEW
/locations/pune/website-development-pune/,Website Development in Pune,Location Service,Pune,A1,Find a local web partner,Pune web development,Discuss your project,/services/web-development/ | /locations/pune/ | /services/web-development/corporate-websites/,P1,NEW
/locations/pune/digital-marketing-pune/,Digital Marketing Agency in Pune,Location Service,Pune,A1 A3,Find a local marketing partner,Pune digital marketing,Talk to a strategist,/services/digital-marketing/ | /locations/pune/ | /services/search-ai-visibility/,P1,NEW
/locations/pune/software-development-pune/,Software Development in Pune,Location Service,Pune,A1 A7,Find a local engineering partner,Pune software development,Technical discovery call,/services/software-development/ | /locations/pune/ | /technology/,P2,NEW
/locations/mumbai/,BizzFly Mumbai [VERIFY],Location,Locations,A1,Confirm presence in Mumbai,Mumbai coverage,Book a consultation,/locations/ | /locations/pune/ | /contact/,P3,VERIFY WITH BIZZFLY
/locations/bengaluru/,BizzFly Bengaluru [VERIFY],Location,Locations,A1,Confirm presence in Bengaluru,Bengaluru coverage,Book a consultation,/locations/ | /locations/pune/ | /contact/,P3,VERIFY WITH BIZZFLY
/locations/delhi-ncr/,BizzFly Delhi NCR [VERIFY],Location,Locations,A1,Confirm presence in Delhi NCR,Delhi NCR coverage,Book a consultation,/locations/ | /locations/pune/ | /contact/,P3,VERIFY WITH BIZZFLY
/compare/,Compare,Hub,Compare,A2 A3 A7,Decide between options,Decision guides,Book a consultation,/insights/ | /services/ | /engagement-models/,P2,NEW
/compare/seo-vs-aeo-vs-geo/,SEO vs AEO vs GEO,Comparison,Compare,A3 A4,Understand the difference,Search discipline comparison,Request an AI visibility assessment,/services/search-ai-visibility/ai-search/ | /insights/guides/ai-search-optimization-guide/ | /insights/glossary/geo/,P1,NEW
/compare/in-house-vs-agency/,In-House vs Agency,Comparison,Compare,A2 A3,Choose a resourcing model,Resourcing comparison,Book a consultation,/engagement-models/ | /insights/blog/agency-or-in-house/ | /process/,P2,NEW
/compare/wordpress-vs-custom/,WordPress vs Custom Development,Comparison,Compare,A1 A3 A7,Choose a build approach,Platform comparison,Discuss your project,/services/web-development/wordpress-development/ | /services/web-development/custom-web-applications/ | /technology/cms/,P2,NEW
/compare/headless-vs-traditional-cms/,Headless vs Traditional CMS,Comparison,Compare,A7 A3,Choose a CMS architecture,CMS architecture comparison,Technical discovery call,/services/web-development/headless-cms/ | /technology/cms/ | /insights/glossary/headless-cms/,P3,NEW
/compare/chatbot-vs-ai-agent/,Chatbot vs AI Agent,Comparison,Compare,A6 A4,Choose an automation approach,Conversational AI comparison,Request an automation assessment,/services/ai-automation/ai-agents/ | /services/ai-automation/ai-chatbots/ | /insights/glossary/ai-agent/,P2,NEW
/compare/shopify-vs-woocommerce/,Shopify vs WooCommerce,Comparison,Compare,A1 A3,Choose a store platform,E-commerce platform comparison,Discuss your project,/technology/ecommerce-platforms/ | /services/web-development/ecommerce-websites/ | /industries/ecommerce-retail/,P3,NEW
/compare/build-vs-buy/,Build vs Buy Software,Comparison,Compare,A2 A7,Decide whether to build,Build or buy decision,Technical discovery call,/services/software-development/custom-software/ | /technology/integrations/ | /engagement-models/,P2,NEW
/compare/freelancer-vs-agency/,Freelancer vs Agency vs In-House Team,Comparison,Compare,A1 A2,Choose a delivery partner type,Partner comparison,Book a consultation,/engagement-models/ | /compare/in-house-vs-agency/ | /insights/faqs/pricing-and-engagement-faqs/,P3,NEW
/search/,Site Search,Utility,Utility,All,Find something specific,Site search,None,/insights/ | /services/ | /sitemap/,P1,NEW
/sitemap/,Sitemap,Utility,Utility,All,See the whole site,HTML sitemap,None,/services/ | /insights/ | /industries/,P2,NEW
/404/,Page Not Found,Utility,Utility,All,Recover from a broken link,Error recovery,Explore services,/services/ | /search/ | /,P1,NEW
/privacy-policy/,Privacy Policy,Legal,Legal,A8 All,Understand data handling,Privacy,None,/terms/ | /cookie-policy/ | /about/trust-and-security/,P1,REWRITE
/terms/,Terms & Conditions,Legal,Legal,A8,Understand contractual terms,Terms of use,None,/privacy-policy/ | /about/trust-and-security/ | /engagement-models/,P1,REWRITE
/cookie-policy/,Cookie Policy,Legal,Legal,A8 All,Understand tracking,Cookies,None,/privacy-policy/ | /terms/ | /about/trust-and-security/,P2,NEW
/accessibility-statement/,Accessibility Statement,Legal,Legal,A8 A9,Understand accessibility commitment,Accessibility,None,/technology/accessibility-standards/ | /services/web-development/accessibility-compliance/ | /terms/,P3,NEW
/insights/glossary/voice-search/,Voice Search,Glossary Term,Glossary,A4,Define voice search,Voice search,Read the guide,/services/search-ai-visibility/ai-search/voice-search/ | /insights/glossary/aeo/ | /services/search-ai-visibility/seo/local-seo/,P3,NEW
/insights/topics/,Topics,Hub,Insights,A3 A4,Browse insights by topic,Topic clusters,Explore insights,/insights/topics/seo/ | /insights/topics/ai-search/ | /insights/,P1,NEW
/use-cases/automate-marketing/,Automate Marketing Operations,Use Case,Use Cases,A3,Remove manual work from campaign delivery,Marketing automation,Request an automation assessment,/services/ai-automation/marketing-operations-automation/ | /services/digital-marketing/email-lifecycle-marketing/ | /use-cases/scale-content-production/,P2,NEW
